Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-01-03 00:00:00-05:00,325.08628098351727,327.65516914441747,319.6867493505216,324.504638671875,28865100,0.0,0.0
2022-01-04 00:00:00-05:00,324.5821267708263,324.94082734218637,316.1387146989663,318.9402770996094,32674300,0.0,0.0
2022-01-05 00:00:00-05:00,315.8867047966462,316.0902988304632,306.3091172252784,306.6968688964844,40054300,0.0,0.0
2022-01-06 00:00:00-05:00,303.56573868087594,308.9458933702306,301.9565410192985,304.2734069824219,39646100,0.0,0.0
2022-01-07 00:00:00-05:00,304.5350553968575,306.8131367364131,300.5993189479023,304.4284362792969,32720000,0.0,0.0
2022-01-10 00:00:00-05:00,300.01772629144193,305.08766733673764,295.3646471311674,304.65142822265625,44289500,0.0,0.0
2022-01-11 00:00:00-05:00,303.788685419312,306.91980899210836,300.40550994893226,305.3397216796875,29386800,0.0,0.0
2022-01-12 00:00:00-05:00,309.8861975033797,313.51172164936673,307.37544097333597,308.5290222167969,34372200,0.0,0.0
2022-01-13 00:00:00-05:00,310.6617001404381,311.0591552352973,294.69577958297845,295.4712829589844,45366000,0.0,0.0
2022-01-14 00:00:00-05:00,294.93805829604884,301.3069825464873,294.45336140484744,300.7059631347656,39846400,0.0,0.0
2022-01-18 00:00:00-05:00,294.7635761210545,300.31818359101004,292.50487202896295,293.38702392578125,42333200,0.0,0.0
2022-01-19 00:00:00-05:00,296.91566133072115,304.3024380013182,293.4355408334725,294.0462341308594,45933900,0.0,0.0
2022-01-20 00:00:00-05:00,299.6105751651282,302.11159837189933,291.9232887564094,292.36920166015625,35380700,0.0,0.0
2022-01-21 00:00:00-05:00,293.42586344165414,294.8023863136497,286.56253756034687,286.9696960449219,57984400,0.0,0.0
2022-01-24 00:00:00-05:00,283.25683933974835,288.01653617774014,267.60110806090813,287.2991943359375,85731500,0.0,0.0
2022-01-25 00:00:00-05:00,282.59766234246206,285.96145992153714,276.4420355444881,279.660400390625,72848600,0.0,0.0
2022-01-26 00:00:00-05:00,298.5635434661092,299.0579436987643,284.0614226158442,287.6287841796875,90428900,0.0,0.0
2022-01-27 00:00:00-05:00,293.39678404727476,297.89475670818956,288.81153989507334,290.6630859375,53481300,0.0,0.0
2022-01-28 00:00:00-05:00,291.0411167226666,299.0386157237619,285.4380216361503,298.8253479003906,49743700,0.0,0.0
2022-01-31 00:00:00-05:00,299.49425923874566,302.81927323790046,296.99320639325083,301.4621276855469,46444500,0.0,0.0
2022-02-01 00:00:00-05:00,300.9095218702585,301.1227896817067,295.7911239790513,299.3100280761719,40950400,0.0,0.0
2022-02-02 00:00:00-05:00,300.15338493833775,305.47534704194504,299.4263396418428,303.86614990234375,36636000,0.0,0.0
2022-02-03 00:00:00-05:00,300.01776605963215,301.70453188525073,290.77944160800627,292.02996826171875,43730000,0.0,0.0
2022-02-04 00:00:00-05:00,291.0216876586282,299.34877637115835,290.7890426267594,296.5763244628906,35096500,0.0,0.0
2022-02-07 00:00:00-05:00,296.799311504928,298.4181825772787,290.7211934712144,291.73907470703125,28533300,0.0,0.0
2022-02-08 00:00:00-05:00,292.02992535838814,296.20801088645777,290.7697250657824,295.2386169433594,32421200,0.0,0.0
2022-02-09 00:00:00-05:00,300.38607435541684,302.3830233648674,297.98199648655384,301.68505859375,31284700,0.0,0.0
2022-02-10 00:00:00-05:00,294.7345331364793,299.6590411901458,291.496761022089,293.1253356933594,45386200,0.0,0.0
2022-02-11 00:00:00-05:00,293.9105334701713,294.9768726571542,285.2150691647002,286.0099792480469,39175600,0.0,0.0
2022-02-14 00:00:00-05:00,284.7787351260846,287.67724198378244,282.43281928051135,285.9710998535156,36359500,0.0,0.0
2022-02-15 00:00:00-05:00,290.82789077370313,291.5936907002771,287.92938272279025,291.2738037109375,27058300,0.0,0.0
2022-02-16 00:00:00-05:00,289.83606168367777,292.26455706212425,285.2802019821346,290.9337463378906,29982100,0.62,0.0
2022-02-17 00:00:00-05:00,287.8835899369958,288.3110075664805,281.70551089308395,282.4146423339844,32461600,0.0,0.0
2022-02-18 00:00:00-05:00,284.6682566433863,285.4550868856492,278.1210416639117,279.6947021484375,34264000,0.0,0.0
2022-02-22 00:00:00-05:00,276.848487840858,283.2014403886753,276.36278873938284,279.4906921386719,41736100,0.0,0.0
2022-02-23 00:00:00-05:00,281.88040784681664,283.3569525301801,272.08872407192825,272.25384521484375,37811200,0.0,0.0
2022-02-24 00:00:00-05:00,264.7157541586324,286.7179192209472,263.75404970523874,286.1642150878906,56989700,0.0,0.0
2022-02-25 00:00:00-05:00,286.6984789913166,289.11725102312295,283.3082791147429,288.806396484375,32546700,0.0,0.0
2022-02-28 00:00:00-05:00,285.8921748750914,290.58404433910573,284.6196457248274,290.2440490722656,34627500,0.0,0.0
2022-03-01 00:00:00-05:00,287.9224869789125,291.39038646773963,283.79404367642127,286.51397705078125,31217800,0.0,0.0
2022-03-02 00:00:00-05:00,286.912164413902,292.8474229613041,285.2996694538975,291.6040344238281,31873000,0.0,0.0
2022-03-03 00:00:00-05:00,294.2269173038856,294.4600434666122,285.6397281435329,287.4562683105469,27314500,0.0,0.0
2022-03-04 00:00:00-05:00,285.87277441074184,287.20358515425295,278.9564242158944,281.5694580078125,32356500,0.0,0.0
2022-03-07 00:00:00-05:00,280.27755582691316,281.40438143444726,270.56357263581685,270.9327087402344,43157200,0.0,0.0
2022-03-08 00:00:00-05:00,269.8545060213588,275.83832466201017,262.27760916989865,267.9602966308594,48159500,0.0,0.0
2022-03-09 00:00:00-05:00,275.33308003283713,281.3168958904903,272.74915752761984,280.24835205078125,35204500,0.0,0.0
2022-03-10 00:00:00-05:00,274.92519065426177,278.40281385819475,272.55497596116436,277.42169189453125,30628000,0.0,0.0
