,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,DailyR,Info
0,2024-09-05 04:00:00+00:00,175.0,179.88000488281,175.0,177.88999938965,40170500,0,0,,2025-04-21T04:00:00.000000000
1,2024-09-06 04:00:00+00:00,177.24000549316,178.38000488281,171.16000366211,171.38999938965,41466500,0,0,-3.6539434607351984,2025-07-31T04:00:00.000000000
2,2024-09-09 04:00:00+00:00,174.5299987793,175.85000610352,173.50999450684,175.39999389648,29037400,0,0,2.3396899008753635,167.32000732422
3,2024-09-10 04:00:00+00:00,177.49000549316,180.5,176.78999328613,179.55000305176,36233800,0,0,2.3660258265056244,234.11000061035
4,2024-09-11 04:00:00+00:00,180.10000610352,184.99000549316,175.72999572754,184.52000427246,42564700,0,0,2.7680318219027056,66.78999328613
5,2024-09-12 04:00:00+00:00,184.80000305176,187.41000366211,183.53999328613,187.0,33544200,0,0,1.3440254011039654,39.91751754869902
6,2024-09-13 04:00:00+00:00,187.0,188.5,185.91000366211,186.49000549316,26495400,0,0,-0.27272433520855177,
7,2024-09-16 04:00:00+00:00,185.28999328613,185.80999755859,183.36000061035,184.88999938965,26065500,0,0,-0.8579580976894152,
8,2024-09-17 04:00:00+00:00,186.85000610352,189.44999694824,186.13999938965,186.88000488281,26091700,0,0,1.0763186217368714,
9,2024-09-18 04:00:00+00:00,186.44999694824,188.80000305176,185.05999755859,186.42999267578,34448100,0,0,-0.2408027586002004,
10,2024-09-19 04:00:00+00:00,190.03999328613,190.99000549316,188.4700012207,189.86999511719,39543200,0,0,1.8451979705821797,
11,2024-09-20 04:00:00+00:00,190.22999572754,191.83999633789,187.41000366211,191.60000610352,100378600,0,0,0.9111555436983165,
12,2024-09-23 04:00:00+00:00,191.63999938965,194.44999694824,190.57000732422,193.88000488281,36993100,0,0,1.1899784481520959,
13,2024-09-24 04:00:00+00:00,194.27000427246,195.36999511719,190.13000488281,193.96000671387,43478900,0,0,0.0412635800728145,
14,2024-09-25 04:00:00+00:00,193.75,193.94999694824,192.16000366211,192.5299987793,26391100,0,0,-0.7372694808572278,
15,2024-09-26 04:00:00+00:00,194.30999755859,194.5299987793,189.53999328613,191.16000366211,36334900,0,0,-0.7115748848886883,
16,2024-09-27 04:00:00+00:00,190.67999267578,190.89999389648,187.33999633789,187.9700012207,36002300,0,0,-1.6687603998211786,
17,2024-09-30 04:00:00+00:00,187.13999938965,188.49000549316,184.64999389648,186.33000183105,41583900,0,0,-0.8724793206360881,
18,2024-10-01 04:00:00+00:00,184.89999389648,186.19000244141,183.44999694824,185.13000488281,36044900,0,0,-0.644017032387556,
19,2024-10-02 04:00:00+00:00,184.44000244141,186.60000610352,184.03999328613,184.75999450684,23704100,0,0,-0.19986515757087764,
20,2024-10-03 04:00:00+00:00,183.05000305176,183.44000244141,180.88000488281,181.96000671387,30204300,0,0,-1.515472979117427,
21,2024-10-04 04:00:00+00:00,185.75,187.60000610352,183.60000610352,186.50999450684,40890300,0,0,2.500542770436809,
22,2024-10-07 04:00:00+00:00,182.94999694824,183.60000610352,180.25,180.80000305176,42364200,0,0,-3.0614935516877106,
23,2024-10-08 04:00:00+00:00,181.91999816895,183.08999633789,180.91999816895,182.7200012207,26372100,0,0,1.0619458719756336,
24,2024-10-09 04:00:00+00:00,182.82000732422,185.85000610352,182.05000305176,185.16999816895,26343100,0,0,1.3408477079040582,
25,2024-10-10 04:00:00+00:00,187.13000488281,188.13000488281,185.83000183105,186.64999389648,27785000,0,0,0.7992632403547528,
26,2024-10-11 04:00:00+00:00,186.63000488281,189.92999267578,186.30000305176,188.82000732422,25751600,0,0,1.1626110360033248,
27,2024-10-14 04:00:00+00:00,189.7799987793,189.83000183105,187.36000061035,187.53999328613,22614400,0,0,-0.6779016992050524,
28,2024-10-15 04:00:00+00:00,187.63000488281,188.41000366211,184.58000183105,187.69000244141,32178900,0,0,0.07998782161153795,
29,2024-10-16 04:00:00+00:00,187.05000305176,187.7799987793,185.61000061035,186.88999938965,23456800,0,0,-0.4262363692012494,
30,2024-10-17 04:00:00+00:00,188.2200012207,188.94000244141,186.0,187.5299987793,25039400,0,0,0.3424471035047949,
31,2024-10-18 04:00:00+00:00,187.14999389648,190.74000549316,186.2799987793,188.99000549316,37417700,0,0,0.7785456851510109,
32,2024-10-21 04:00:00+00:00,188.05000305176,189.46000671387,186.39999389648,189.07000732422,24639400,0,0,0.04233124966119828,
33,2024-10-22 04:00:00+00:00,188.35000610352,191.52000427246,186.97999572754,189.69999694824,29650600,0,0,0.33320442143933704,
34,2024-10-23 04:00:00+00:00,188.85000610352,189.16000366211,183.69000244141,184.71000671387,31937100,0,0,-2.6304640562179515,
35,2024-10-24 04:00:00+00:00,185.25,187.11000061035,183.86000061035,186.38000488281,21647400,0,0,0.9041189476685751,
36,2024-10-25 04:00:00+00:00,187.85000610352,190.44999694824,187.5299987793,187.83000183105,29362100,0,0,0.7779788122399323,
37,2024-10-28 04:00:00+00:00,189.57000732422,190.21000671387,188.21000671387,188.38999938965,27930800,0,0,0.2981406341590276,
38,2024-10-29 04:00:00+00:00,188.58000183105,191.46000671387,187.82000732422,190.83000183105,35690200,0,0,1.295186819526073,
39,2024-10-30 04:00:00+00:00,194.69999694824,195.61000061035,192.41999816895,192.72999572754,37707600,0,0,0.995647371094277,
40,2024-10-31 04:00:00+00:00,190.50999450684,190.60000610352,185.22999572754,186.39999389648,75146800,0,0,-3.284388507956304,
41,2024-11-01 04:00:00+00:00,199.0,200.5,197.02000427246,197.92999267578,99687800,0,0,6.185621865257862,
42,2024-11-04 05:00:00+00:00,196.44999694824,197.33000183105,194.30999755859,195.7799987793,38492100,0,0,-1.0862395675433567,
43,2024-11-05 05:00:00+00:00,196.03999328613,199.82000732422,195.99000549316,199.5,30564800,0,0,1.900092575285739,
44,2024-11-06 05:00:00+00:00,200.00999450684,207.55000305176,199.13999938965,207.08999633789,72292200,0,0,3.8045094425513737,
45,2024-11-07 05:00:00+00:00,207.44000244141,212.25,207.19000244141,210.05000305176,52878400,0,0,1.4293335101713156,
46,2024-11-08 05:00:00+00:00,209.7200012207,209.96000671387,207.44000244141,208.17999267578,36075800,0,0,-0.8902691496363357,
47,2024-11-11 05:00:00+00:00,208.5,209.64999389648,205.58999633789,206.83999633789,35456000,0,0,-0.6436720074137536,
48,2024-11-12 05:00:00+00:00,208.36999511719,209.53999328613,206.00999450684,208.91000366211,38942900,0,0,1.0007771034952428,
49,2024-11-13 05:00:00+00:00,209.39999389648,215.08999633789,209.13999938965,214.10000610352,46212900,0,0,2.484324517941361,
50,2024-11-14 05:00:00+00:00,214.16000366211,215.89999389648,210.88000488281,211.47999572754,42620300,0,0,-1.2237320417044728,
51,2024-11-15 05:00:00+00:00,206.75999450684,207.33999633789,199.61000061035,202.61000061035,86591100,0,0,-4.194247823145247,
52,2024-11-18 05:00:00+00:00,204.14999389648,204.66999816895,200.94999694824,201.69999694824,36409900,0,0,-0.44914054556471905,
53,2024-11-19 05:00:00+00:00,199.33000183105,205.30000305176,198.7799987793,204.61000061035,31197900,0,0,1.4427385751804245,
54,2024-11-20 05:00:00+00:00,202.97999572754,203.13000488281,199.44999694824,202.88000488281,32769000,0,0,-0.8455088814717904,
55,2024-11-21 05:00:00+00:00,203.49000549316,203.49000549316,195.75,198.38000488281,58800000,0,0,-2.218059883525414,
56,2024-11-22 05:00:00+00:00,198.25,199.25999450684,196.75,197.11999511719,31530800,0,0,-0.6351495788924577,
57,2024-11-25 05:00:00+00:00,199.2799987793,201.94999694824,199.0,201.44999694824,40685700,0,0,2.196632476819893,
58,2024-11-26 05:00:00+00:00,201.89999389648,208.0,201.78999328613,207.86000061035,41673700,0,0,3.18193286632662,
59,2024-11-27 05:00:00+00:00,206.97999572754,207.63999938965,205.05000305176,205.74000549316,28061600,0,0,-1.0199148999157859,
60,2024-11-29 05:00:00+00:00,205.83000183105,208.19999694824,204.58999633789,207.88999938965,24892400,0,0,1.045005268341681,
61,2024-12-02 05:00:00+00:00,209.96000671387,212.99000549316,209.50999450684,210.71000671387,39523200,0,0,1.3564901305975985,
62,2024-12-03 05:00:00+00:00,210.30999755859,214.02000427246,209.64999389648,213.44000244141,32214800,0,0,1.2956175029917638,
63,2024-12-04 05:00:00+00:00,215.96000671387,220.0,215.75,218.16000366211,48745700,0,0,2.211394849470949,
64,2024-12-05 05:00:00+00:00,218.0299987793,222.14999389648,217.30000305176,220.55000305176,41140200,0,0,1.095525921126983,
65,2024-12-06 05:00:00+00:00,220.75,227.14999389648,220.60000610352,227.0299987793,44178100,0,0,2.938107294434822,
66,2024-12-09 05:00:00+00:00,227.21000671387,230.08000183105,225.66999816895,226.08999633789,46819400,0,0,-0.41404327466160185,
67,2024-12-10 05:00:00+00:00,226.08999633789,229.05999755859,224.19999694824,225.03999328613,31199900,0,0,-0.4644181824793203,
68,2024-12-11 05:00:00+00:00,226.41000366211,231.19999694824,226.25999450684,230.25999450684,35385800,0,0,2.3195882405101953,
69,2024-12-12 05:00:00+00:00,229.83000183105,231.08999633789,227.63000488281,228.9700012207,28204100,0,0,-0.5602333522602754,
70,2024-12-13 05:00:00+00:00,228.39999389648,230.19999694824,225.86000061035,227.46000671387,28768100,0,0,-0.6594726378039928,
71,2024-12-16 05:00:00+00:00,230.22999572754,233.0,228.00999450684,232.92999267578,37552100,0,0,2.4048121869577166,
72,2024-12-17 05:00:00+00:00,232.38999938965,232.72999572754,227.85000610352,231.14999389648,35948100,0,0,-0.7641775792169514,
73,2024-12-18 05:00:00+00:00,230.77000427246,231.39999389648,220.11000061035,220.52000427246,43281400,0,0,-4.5987410359961345,
74,2024-12-19 05:00:00+00:00,224.91000366211,226.08999633789,222.91999816895,223.28999328613,39918700,0,0,1.2561168873584716,
75,2024-12-20 05:00:00+00:00,219.83999633789,226.21000671387,218.72999572754,224.91999816895,88279200,0,0,0.7299945952935261,
76,2024-12-23 05:00:00+00:00,225.00999450684,226.88000488281,223.89999389648,225.05999755859,28070000,0,0,0.06224408268704629,
77,2024-12-24 05:00:00+00:00,226.94000244141,229.13999938965,226.13000488281,229.05000305176,15007500,0,0,1.772863030504257,
78,2024-12-26 05:00:00+00:00,228.5,228.5,226.66999816895,227.05000305176,16146700,0,0,-0.8731717849172149,
79,2024-12-27 05:00:00+00:00,225.60000610352,226.0299987793,220.89999389648,223.75,27367100,0,0,-1.4534256804249912,
80,2024-12-30 05:00:00+00:00,220.05999755859,223.0,218.42999267578,221.30000305176,28321200,0,0,-1.0949707031240208,
81,2024-12-31 05:00:00+00:00,222.9700012207,223.22999572754,218.94000244141,219.38999938965,24819700,0,0,-0.8630834323410608,
82,2025-01-02 05:00:00+00:00,222.0299987793,225.14999389648,218.19000244141,220.2200012207,33956600,0,0,0.37832254585856706,
83,2025-01-03 05:00:00+00:00,222.50999450684,225.36000061035,221.61999511719,224.19000244141,27515600,0,0,1.8027432561547263,
84,2025-01-06 05:00:00+00:00,226.7799987793,228.83999633789,224.83999633789,227.61000061035,31849800,0,0,1.5254909370161496,
85,2025-01-07 05:00:00+00:00,227.89999389648,228.38000488281,221.46000671387,222.11000061035,28084200,0,0,-2.416414035082559,
86,2025-01-08 05:00:00+00:00,223.19000244141,223.52000427246,220.19999694824,222.13000488281,25033300,0,0,0.009006470850048132,
87,2025-01-10 05:00:00+00:00,221.46000671387,221.71000671387,216.5,218.94000244141,36811500,0,0,-1.4360970473497936,
88,2025-01-13 05:00:00+00:00,218.05999755859,219.39999389648,216.4700012207,218.46000671387,27262700,0,0,-0.21923619356332136,
89,2025-01-14 05:00:00+00:00,220.44000244141,221.82000732422,216.19999694824,217.75999450684,24711700,0,0,-0.3204303696405342,
90,2025-01-15 05:00:00+00:00,222.83000183105,223.57000732422,220.75,223.35000610352,31291300,0,0,2.5670516796896914,
91,2025-01-16 05:00:00+00:00,224.41999816895,224.64999389648,220.30999755859,220.66000366211,24757300,0,0,-1.204388792433353,
92,2025-01-17 05:00:00+00:00,225.83999633789,226.50999450684,223.08000183105,225.94000244141,42370100,0,0,2.3928209424781466,
93,2025-01-21 05:00:00+00:00,228.89999389648,231.7799987793,226.94000244141,230.71000671387,39951500,0,0,2.1111818274397676,
94,2025-01-22 05:00:00+00:00,232.02000427246,235.44000244141,231.19000244141,235.00999450684,41448200,0,0,1.8638063663631632,
95,2025-01-24 05:00:00+00:00,234.5,236.39999389648,232.92999267578,234.85000610352,25890700,0,0,-0.06807727631147342,
96,2025-01-30 05:00:00+00:00,237.13999938965,237.94999694824,232.2200012207,234.63999938965,32020700,0,0,-0.08942163441010287,
